tRF,01-LA2CO2-1_S1_full,02-LA2CO2-2_S2_full,03-LA2CO2-3_S3_full,04-LA2CO2-4_S4_full,05-LA2CN30-1_S5_full,06-LA2CN30-2_S6_full,07-LA2CN30-3_S7_full,08-LA2CN30-4_S8_full,09-LA2CN60-1_S9_full,10-LA2CN60-2_S10_full,11-LA2CN60-3_S11_full,12-LA2CN60-4_S12_full,13-LA2CN2-1_S13_full,14-LA2CN2-2_S14_full,15-LA2CN2-3_S15_full,16-LA2CN2-4_S16_full,17-LA2CO4-1_S17_full,18-LA2CO4-2_S18_full,19-LA2CO4-3_S19_full,20-LA2CO4-4_S20_full,21-LA2CN4-1_S21_full,22-LA2CN4-2_S22_full,23-LA2CN4-3_S23_full,24-LA2CN4-4_S24_full,25-LA5CO2-1_S25_full,26-LA5CO2-2_S26_full,27-LA5CO2-3_S27_full,28-LA5CO2-4_S28_full,29-LA5CN30-1_S29_full,30-LA5CN30-2_S30_full,31-LA5CN30-3_S31_full,32-LA5CN30-4_S32_full,33-LA5CN60-1_S33_full,34-LA5CN60-2_S34_full,35-LA5CN60-3_S35_full,36-LA5CN60-4_S36_full,37-LA5CN2-1_S37_full,38-LA5CN2-2_S38_full,39-LA5CN2-3_S39_full,40-LA5CN2-4_S40_full,41-LA5CO4-1_S41_full,42-LA5CO4-2_S42_full,43-LA5CO4-3_S43_full,44-LA5CO4-4_S44_full,45-LA5CN4-1_S45_full,46-LA5CN4-2_S46_full,47-LA5CN4-3_S47_full,48-LA5CN4-4_S48_full
tRF-28-93R918VBY9DV,7,9,13,12,9,16,19,6,5,2,9,11,18,13,13,11,31,36,47,49,21,21,22,28,19,14,12,15,20,23,20,13,16,10,14,17,20,18,14,18,10,15,18,25,27,28,14,11
tRF-28-941QKS3W2VDY,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
tRF-28-944EBV2KWHDZ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,3,2,3,0,1,4,0,1,1,0,0,2,0,2,2,2,0,1,2
tRF-28-945NB2NZW7DR,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,1,0,1,0,0,1
tRF-28-94NEB52KWHD9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-94SX73V2Y8DM,5,5,1,4,3,2,2,1,5,0,3,3,10,1,3,2,8,6,2,5,3,2,5,7,19,16,12,21,17,12,12,14,15,16,11,18,18,18,15,13,24,15,24,23,14,18,15,11
tRF-28-94SX7JV2Y8DM,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,3,1,0,2,0,0,5,3,0,3,3,2,0,2,0,3,6,2,1,2,0
tRF-28-94U47P299D0Q,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,1,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0
tRF-28-94V4SMIFFNDJ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
tRF-28-96L85DMKYO05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-96L85DMKYU05,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-97N4QLS8YJD8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9830MMUKLYD7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-987S1RJ7RMDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-28-987X1RJYSXDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-98LO9D5HLYDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-98LO9EFVI8W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-98LOWJVHMZD9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-98NPZJU0L70D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-98YKISQI45DM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-9D5HLYOZ4ED2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0
tRF-28-9DWUH6QE3005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9DYXH653880E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
tRF-28-9DYXI6D3880E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-9DYXI6D3980E,0,0,0,0,0,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,1,1,4,1,2,1,0,2,3,5,6,0,4,2,1,1,1,4,1,6,1,4
tRF-28-9EDJHP3R6J04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tRF-28-9EDJSYE96M6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9EDJSYE96MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
tRF-28-9EF91YS2PMX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9EFVI8E9UNDF,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9EW6RERNLND5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9F51MLHVHBW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-9H245PLQ9D05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
tRF-28-9H24OUQHN2DQ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9I1EWJQZ2SDK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9I34QFI2VHDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9IN4QFI2VHDI,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
tRF-28-9IVNRXDH3WDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9IVNRXDH3WDQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9IXBKJZ8R30K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-9JKL0653L4D7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,3,1,0,1,2,0,1,0,0,2,1,2,1,1,0,1,0,1,0,0
tRF-28-9K9UV36562DE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-28-9L5H4VYJIHX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
tRF-28-9L74PUQ340D8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9L8422YRI70M,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9LON4V4REHDX,0,4,3,4,5,2,2,2,4,3,3,3,4,3,2,2,0,1,1,0,1,1,1,2,3,6,0,3,1,3,2,1,4,4,1,5,7,2,4,5,5,1,4,7,3,1,0,2
tRF-28-9LON4VN1EHDX,0,1,0,2,1,0,1,1,1,1,0,2,1,4,2,3,2,4,2,6,1,1,1,3,7,6,1,2,5,6,3,2,6,7,5,9,6,5,10,10,5,4,4,8,7,6,6,1
tRF-28-9LVPZO0BEB0L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9M739P8WQ07,18,41,38,55,49,44,32,24,34,30,25,22,21,21,32,39,14,22,12,32,13,19,17,20,34,27,12,26,48,34,19,20,40,23,19,28,42,47,46,44,7,11,5,11,17,8,18,11
tRF-28-9MUKLY5Z1ID2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9MV47P596V03,13,6,11,5,9,5,12,10,13,4,6,10,20,10,13,12,11,12,9,24,7,11,15,5,35,30,8,17,40,30,23,30,28,21,30,25,38,22,26,20,19,30,36,29,27,26,28,21
tRF-28-9MV4QP596V0Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
tRF-28-9MVH7P59N30Q,1,0,0,0,3,1,2,1,1,0,1,0,2,3,3,2,0,1,2,1,4,3,0,0,23,30,15,17,41,37,32,27,23,27,31,34,38,26,15,23,25,24,15,43,26,28,21,26
tRF-28-9MVKS4I7LZ04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9MZLB6R3LU0E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,3,0,0,1,4,0,1,2,0,0,1,1,1,0,0,0,0
tRF-28-9N15WV7W6SDH,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
tRF-28-9N1EWJQ72SD2,2,3,2,2,1,4,1,1,2,1,1,0,3,4,1,1,1,1,2,2,3,3,1,3,4,6,2,5,12,8,6,5,6,6,9,10,13,13,7,7,9,12,4,8,8,5,0,3
tRF-28-9N1EWJQ72SDK,19,18,8,15,13,13,12,12,13,9,15,12,14,21,15,19,14,16,26,20,17,15,19,16,53,49,19,22,67,49,55,46,43,55,43,45,55,47,40,35,38,40,42,53,51,49,25,40
tRF-28-9N1QKS3W2VDY,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
tRF-28-9NDJ58EPBMDI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-28-9NDJ58EVUMDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9NDJ78ESBMDF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-9NF5W8E7OMDH,0,0,1,1,1,0,0,0,2,2,0,2,0,1,2,1,1,2,4,1,3,0,1,3,4,7,3,2,6,5,5,3,2,13,7,7,1,3,3,4,10,4,3,5,6,7,4,3
tRF-28-9NF5W8EZOMDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,0,1,0,1,2,1,2,1,2,1,0,3,3,2,1,1,3,1,1,0,0,0
tRF-28-9NFJ73QOUHD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tRF-28-9NH57S362VD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
tRF-28-9NH5SYNX2VX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-28-9NJ4S2I7L7D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tRF-28-9NJ4S2I7X7DV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9O08F4BDNZ0J,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9O9NF5W8EZD6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
tRF-28-9OHXDD1KYKD3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,1,0,1,1,1,1,0,1,2,1,0,0
tRF-28-9P4P9L5FZUDP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9P4P9L5HJV05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-28-9P4P9L5HJV0Q,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
tRF-28-9P9NH57S36D1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9P9P9NH57SD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-28-9UHY0DFKN5DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
tRF-28-9UV36562IZDX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9X0UD3947S9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-9XEO7N987XZ,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,2,2,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0
tRF-28-9Y7Q078SUXD2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
tRF-28-9Z7KZOSRI803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-28-B0845JJ8RYDW,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-28-B1FZ9KR959DQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-B1O28HR9O1DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tRF-28-B2JK7PP9ZZV,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-B3J811IK78DQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
tRF-28-B4Z3V5393LDO,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-28-B4ZPEK45H5DJ,0,1,0,2,1,0,1,0,1,1,0,1,0,0,3,1,0,2,0,1,1,0,1,0,7,6,1,2,5,1,4,4,5,2,1,3,4,4,4,2,0,1,2,1,5,1,2,3
tRF-28-BBSQ6KK4RND9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-BE78YLKZKWW,0,0,1,1,4,1,2,0,0,1,0,1,1,2,0,3,2,0,0,2,1,0,0,2,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0
tRF-28-BE7XO8Q6J6DJ,3,2,3,0,3,3,2,4,5,3,1,5,3,3,0,1,1,2,4,3,1,5,6,4,15,20,5,11,16,15,18,12,17,14,14,21,26,22,26,30,4,6,8,6,26,18,15,21
tRF-28-BF628YR9OMD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-BJ8FFDXXE60M,0,0,3,1,1,1,1,0,1,1,1,0,1,2,1,1,1,1,1,2,1,3,0,2,0,1,1,1,4,3,0,2,3,2,1,1,4,3,4,3,1,0,0,1,3,0,1,0
tRF-28-BJD5EUB4ZP8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-BKHDFX8Q9M0O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
tRF-28-BLHKFZB1KZDE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-28-BMU00KRX67DQ,0,0,1,0,2,0,1,0,1,0,2,0,0,0,0,1,2,0,2,1,1,0,0,0,1,2,0,1,4,8,1,2,3,3,5,4,13,8,4,10,2,2,6,2,13,6,3,4
tRF-28-BP4MJYSZ11D2,0,1,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-28-BRFKWE6MODDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-BS5EOB3ZY6Y,0,1,1,1,5,5,3,3,1,1,3,0,1,1,4,2,1,0,0,1,1,0,0,2,2,2,1,0,0,0,0,0,0,1,0,1,2,3,1,1,0,0,0,0,2,0,1,0
tRF-28-BX1WZ4RZDMD2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
tRF-28-BZKEUI1ZXFU,0,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tRF-28-D039BJ36S00P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-28-D0B601WZ03DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
tRF-28-D11YIPRVYJ0N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-28-D2UFQQKNR70H,1,2,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,3,2,0,0,1,1,0,1,2,3,0,0,0,2,0,1,2,1,1,0,0,0,0,3,1
tRF-28-D3IPBBKN8LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-D50PWYUDM0D0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-D5EUB4ZPEKD5,1,0,0,1,1,1,0,1,1,1,0,1,0,2,0,5,0,0,1,1,1,1,1,2,4,4,0,1,3,5,0,1,4,6,1,4,5,6,2,6,1,1,1,2,2,3,0,1
tRF-28-D75K8PR9DMD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-28-D7B2JK7PP90Q,0,0,1,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,2,0,11,9,4,4,6,7,6,5,7,10,7,8,2,3,5,3,3,1,0,2
tRF-28-D7OOJ0QXL1D3,0,6,3,5,3,3,1,5,4,8,2,3,5,3,2,8,2,4,1,1,1,3,1,0,3,5,0,2,6,12,2,7,2,4,0,6,7,7,4,4,5,1,2,0,6,5,0,7
tRF-28-D7VIZKXXI3DX,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
